module,related_mods
FIN2704,"['EC2204', 'FIN2004', 'ACC3705', 'ACC3706', 'ACC4761H', 'FIN3711', 'FIN3712', 'FIN3713', 'FIN3715', 'FIN4717', 'FIN3701A', 'FIN3701B', 'FIN3701C', 'FIN3702A', 'FIN3702B', 'FIN3702C', 'FIN3703A', 'FIN3703B', 'FIN3703C', 'FIN3719', 'FIN3720', 'FIN4126', 'FIN4721', 'FIN3135', 'FIN3721']"
FIN2704X,"['EC2204', 'FIN2004', 'ACC3705', 'ACC3706', 'FIN3711', 'FIN3712', 'FIN3713', 'FIN3715', 'FIN4717', 'FIN3701A', 'FIN3701B', 'FIN3701C', 'FIN3702A', 'FIN3702B', 'FIN3702C', 'FIN3703A', 'FIN3703B', 'FIN3703C', 'FIN3719']"
FIN3101A,"['FIN2004', 'FE5105', 'FIN3101B', 'FIN3101C']"
FIN3101B,"['FIN2004', 'FE5105', 'FIN3101A', 'FIN3101C']"
FIN3101C,"['FIN2004', 'FE5105', 'FIN3101A', 'FIN3101B']"
FIN3102A,"['FIN2004', 'EC3333', 'FIN3115', 'FIN3116', 'FIN3131']"
FIN3102B,"['FIN2004', 'EC3333', 'FIN3115', 'FIN3116', 'FIN3131']"
FIN3102C,"['FIN2004', 'EC3333', 'FIN3115', 'FIN3116', 'FIN3131']"
FIN3103A,"['FIN2004', 'FIN3103B']"
FIN3103B,"['FIN2004', 'FIN3103A']"
FIN3103C,"['FIN2004', 'FIN3103B']"
FIN3113,"['ACC1002', 'ACC1002X']"
FIN3115,"['FIN3102A', 'FIN3102B', 'FIN3102C']"
FIN3116,"['FIN3102A', 'FIN3102B', 'FIN3102C']"
FIN3117,"['FIN3117', 'FE5105']"
FIN3119,['FIN2004']
FIN3130,"['ACC1002', 'FIN2004']"
FIN3131,"['FIN3102A', 'FIN3102B', 'FIN3102C']"
FIN3134,['FIN3719']
FIN3701A,['RE3807']
FIN3701B,['RE3807']
FIN3701C,['RE3807']
FIN3711,['FIN3115']
FIN3712,['FIN3116']
FIN3713,['FIN3117']
FIN3714,['FIN3118']
FIN3715,['FIN3119']
FIN3716,['FIN3130']
FIN3717,['FIN3131']
FIN3719,['FIN3134']
FIN3720,"['ACC1701', 'FIN2704', 'FIN3113']"
FIN3761A,"['RE3807', 'FIN3120B']"
FIN4115,['ACC1002']
FIN4122,['FIN2004']
FIN4124,"['QF3101', 'DSC2008', 'CS1010', 'CS1010E', 'CS1010S', 'CS1010X', 'CS1101S', 'FIN4719']"
FIN4125,"['QF3101', 'FIN4720']"
FIN4126,['FIN4721']
FIN4713,['FIN4115']
FIN4715,['FIN4117']
FIN4716,"['RE3807', 'FIN4118']"
FIN4717,['FIN4122']
FIN4719,"['QF3101', 'DSC2008', 'CS1010', 'CS1010E', 'CS1010S', 'CS1010X', 'CS1101S', 'FIN4124']"
FIN4720,"['QF3101', 'FIN4125']"
FIN4721,['FIN4126']
FIN4761A,['FIN4112G']
FIN4761D,"['RE3807', 'FIN4112L']"
FST1101,"['FST2106', 'FST3101', 'FST3103', 'FST2288', 'FST2289', 'FST1103', 'FST2102B', 'FST2107']"
FST1103,"['FST1101', 'FST3103']"
FST2102B,"['FST1101', 'CM1121', 'CM1501', 'CM3267', 'FST3101', 'FST2108', 'FST3105', 'FST3106']"
FST2106,['FST1101']
FST2107,"['FST1101', 'CM1191', 'CM2192', 'FST3105']"
FST2108,"['FST2102B', 'LSM1106', 'FST3105']"
FST2201,"['LSM1106', 'FST3202']"
FST2288,['FST1101']
FST2289,['FST1101']
FST3101,"['FST1101', 'FST2102B', 'FST5202', 'FST5203', 'FST5203A']"
FST3103,"['FST1101', 'FST1103', 'FST4102']"
FST3105,"['FST2102B', 'FST2107', 'FST2108', 'FST4103']"
FST3106,"['FST2102B', 'FST4103']"
FST3202,"['FST2201', 'FST4202']"
FST3288,['FST3289']
FST3289,['FST3288']
FST4102,['FST3103']
FST4103,"['FST3105', 'FST3106']"
FST4202,"['FST3202', 'LSM2211']"
FST4299,['FST4199']
FST5202,"['FST3101', 'LSM3232']"
FST5202A,['FST5202']
FST5203,"['FST3101', 'LSM3232']"
FST5203A,"['FST3101', 'LSM3232', 'FST5203']"
FST5301A,['FST5301']
FST5302,['FST2201']
FST5303A,['FST5303']
GE2215,"['GE3238', 'GE3550A']"
GE2227,['GE3550A']
GE2229,['SP3203']
GE3238,"['GE2215', 'GE3550A']"
GE3550A,"['GE2215', 'GE2227', 'GE3238', 'GE3550B']"
GE3550B,['GE3550A']
GE4202,"['GE1101E', 'GE2202', 'GE3238']"
GE4204,"['GE1101E', 'GE2204', 'GE3204', 'GE3219']"
GE4207,"['GE1101E', 'GE2220', 'GE2228', 'GE2229', 'GE3221', 'GE1101E', 'GE2220', 'GE2228', 'GE2229', 'GE3221', 'GE3231', 'GE1101E', 'GE2220', 'GE2228', 'GE2229', 'GE3221']"
GE4211,"['GE1101E', 'GE2220', 'GE2228', 'GE2229', 'GE3221', 'GE1101E', 'GE2220', 'GE2228', 'GE2229', 'GE3221', 'GE1101E', 'GE2220', 'GE2228', 'GE2229', 'GE3221', 'GE1101E', 'GE2220', 'GE2228', 'GE2229', 'GE3221', 'GE1101E', 'GE2220', 'GE2228', 'GE2229', 'GE3221']"
GE4212,"['GE1101E', 'GE2220', 'GE2228', 'GE2229', 'GE3221', 'GE1101E', 'GE2220', 'GE2228', 'GE2229', 'GE3221', 'GE1101E', 'GE2220', 'GE2228', 'GE2229', 'GE3221', 'GE1101E', 'GE2220', 'GE2228', 'GE2229', 'GE3221', 'GE1101E', 'GE2220', 'GE2228', 'GE2229', 'GE3221']"
GE4213,"['GE1101E', 'GE2206', 'GE3206', 'GE3237']"
GE4214,"['GE2215', 'GE2215']"
GE4217,"['GE1101E', 'GE2222']"
GE4228,['GE3206']
GE4401,"['GE3240', 'GE3240', 'GE3240', 'GE3240', 'GE4660']"
GE4660,['GE4401']
GE5214,['SE5221']
GE5215,['SE5294']
GE5219,"['GE5223', 'GE6225', 'GE6226']"
GE5223,"['GE5219', 'GE6225', 'GE6226']"
GE5225,['GE6225']
GE5226,['GE6226']
GE6211,"['GE6225', 'GE6226']"
GE6225,"['GE5223', 'GE5219', 'GE6211', 'GE5225']"
GE6226,"['GE5223', 'GE5219', 'GE6211', 'GE5226']"
GEH1013,['GEK2049']
GEH1018,['GEK1539']
GEH1019,['GEK1529']
GEH1025,['GEK1522']
GEH1025T,"['GEK1522', 'GEK1522T', 'GEH1025']"
GEH1027,['GEK1508']
GEH1028,['GEK1509']
GEH1032,['GEK1540']
GEH1034,['GEM1535']
GEH1036,['GEK1505']
GEH1049,['GEK1900']
GEH1058,['TS3236']
GEK1505,['GEH1036']
GEK1508,['GEH1027']
GEK1509,"['GEH1028', 'SP2251']"
GEK1522,['GEH1025']
GEK1522T,"['GEK1522', 'GEH1025', 'GEH1025T']"
GEK1529,['GEH1019']
GEK1531,['GET1004']
GEK1539,['GEH1018']
GEK1540,['GEH1032']
GEK1544,['GET1018']
GEK1547,['GET1014']
GEK1548,['GEH1033']
GEK1549,"['ES1000', 'ES1103', 'GEK1549', 'GET1021', 'ES1531', 'GEK1549', 'GET1021', 'ES2531', 'ES1601']"
GEK1900,"['GEH1049', 'SPH3401']"
GEK2003,"['SSA2209', 'PS2249']"
GEK2044,['AR2225']
GEK2049,['GEH1013']
GEM1052T,"['GET1016', 'GET1016T']"
GEM1535,['GEH1034']
GEM1536,['GET1020']
GEQ1000,['GEQ1000H']
GEQ1000H,['GEQ1000']
GER1000,['PR3144']
GER1000H,['GER1000']
GES1000,"['SSB1204', 'SSB1204T', 'GES1000T']"
GES1000T,"['SSB1204', 'SSB1204T', 'GES1000']"
GES1002,"['SSA2220T', 'GES1002T']"
GES1002T,"['GES1002', 'SSA2220T']"
GES1010,['USE2304']
GES1019,['SSD2210']
GES1021,"['SSS1207', 'YID3218']"
GET1004,['GEK1531']
GET1014,['GEK1547']
GET1016T,['GET1016']
GET1018,['GEK1544']
GET1020,['GEM1536']
GET1021,"['ES1000', 'ES1103', 'GEK1549', 'GET1021', 'ES1531', 'GEK1549', 'GET1021', 'ES2531', 'ES1601']"
GET1023,['EC2204']
GET1028,"['CS3234', 'MA4207', 'PH3247', 'PH3243', 'PH3246', 'PE3101P']"
GL1101E,"['GL2101', 'GL2103', 'GL2102', 'GL3201']"
GL2101,['GL1101E']
GL2102,['GL1101E']
GL2103,['GL1101E']
GL3201,['GL1101E']
GL3550,"['GL1101E', 'GL2101', 'GL2102']"
GL4101,['SC2101']
GL4102,['GL4101']
GL4401,['GL4660']
GL4660,['GL4401']
GMS6801,['GMS6892']
GMS6820,['GMS6892']
GMS6850,"['GMS6901', 'GMS6891']"
GMS6892,"['GMS6801', 'GMS6820']"
GMS6901,"['GMS6904', 'GMS6921', 'GMS6850']"
GMS6904,['GMS6901']
HY2237,['AS2237']
HY2245,['EU2221']
HY2259,"['HY1101E', 'EU1101E', 'HY1101E', 'YHU3276']"
HY2262,['YHU2314']
HY3236,"['SN2261', 'SN3262']"
HY4205,['EU4224']
HY4209,['EU4226']
HY4218,['JS4213']
HY4401,['HY4660']
HY4660,['HY4401']
ID3041,['ID3041']
ID3105,['ID4106']
ID4106,['ID3105']
IE2010E,"['TIE2010', 'IE4299E']"
IE2100,"['ST2334', 'EE2012', 'CE2407', 'BN2102', 'DBA3711', 'IE4220', 'IE4299', 'IE4243', 'IE3100M', 'IE3110R']"
IE2100E,"['DSC3215', 'TIE2100', 'ST2131', 'IE4239E']"
IE2110,"['DBA3701', 'MA3236', 'DSC3224', 'DSC4213', 'IE4210', 'IE4220', 'IE4299', 'IE3100M', 'IE3102']"
IE2110E,"['DSC3214', 'MA3236', 'TIE2110', 'MA1102R', 'MA1505', 'TG1401', 'TIE4212']"
IE2111,"['IE4240', 'IE4242', 'IE4243']"
IE2130E,"['TIE2130', 'MA1505', 'ST1131', 'ST1232', 'ST2334', 'TG1401']"
IE2140E,"['TIE2140', 'IE4242E']"
IE2150E,['TIE2150']
IE3100E,['TIE3100']
IE3100M,"['IE2100', 'IE2110']"
IE3101,"['ST2334', 'EE2012', 'CE2407', 'BN2102', 'IE5231', 'IE4213']"
IE3101E,"['TIE3101', 'ST1131', 'ST2131', 'ST1232', 'IE4239E']"
IE3102,"['IE2110', 'IE3105', 'IE3100M']"
IE3105,['IE3102']
IE3110E,"['TIE3110', 'IE2100E', 'DSC3215']"
IE3110R,"['IE2100', 'DSC3215']"
IE4100E,"['IE4101E', 'TIE4101']"
IE4100R,['IE4102']
IE4101E,"['TIE4101', 'IE4100E']"
IE4102,['IE4100R']
IE4210,['IE2110']
IE4211,"['ST2334', 'EE2012', 'CE2407', 'BN2102', 'EE2012A', 'ST1131', 'ST2131']"
IE4213,['IE3101']
IE4220,"['IE2100', 'IE2110']"
IE4220E,"['TIE4220', 'IE2100E', 'IE2110E']"
IE4230E,"['TIE4230', 'IE2130E', 'IE3101E']"
IE4239E,"['IE2100E', 'IE3101E', 'TIE4239']"
IE4240,['IE2111']
IE4240E,"['TIE4240', 'IE2140E']"
IE4242,"['IE2111', 'ACC2002']"
IE4242E,"['IE2140E', 'TIE4242']"
IE4243,"['IE2100', 'IE2111']"
IE4259E,['TIE4259']
IE4299,"['IE2100', 'IE2110']"
IE4299E,"['IE2010E', 'TIE4299']"
IE5211,['MT5006']
IE5231,['IE3101']
IE5904B,['IE5904A']
IE5906B,['IE5906A']
IE5908B,['IE5908A']
IFS4101,['CS2107']
IFS4102,['CS3235']
IFS4103,['CS3235']
IFS4201,"['CP3880', 'IFS4205', 'IFS4205', 'IFS4202']"
IFS4202,['IFS4201']
IFS4205,"['CS3235', 'IFS4205']"
IGL3550,"['GL1101E', 'GL2101', 'GL2102']"
IND5004,['IS5002']
IND5005,['IND5001']
IND5005B,['IND5001']
IS1103,"['IS3240', 'IS4100', 'IS4241', 'IS4250', 'IS3251', 'IS3103']"
IS2101,"['ES1000', 'IS2101', 'ES2002', 'ES2007D', 'CS2101', 'CS2103T', 'ES1601', 'CP3880', 'IS3150', 'BT3101', 'IS4010', 'IS3103', 'IS4103', 'BT4103']"
IS2102,"['IS5002', 'IS5128', 'IS5004', 'IS3240', 'IS4234', 'IS4100', 'IS4103', 'IS4303']"
IS2103,"['CP3880', 'IS4234', 'IS4100', 'IS4010', 'IS3106', 'IS4103', 'IS4151']"
IS3103,"['IS5111', 'IS5116', 'IS5128', 'IS4243', 'IS4233', 'IS4228', 'IS4010', 'IS4204', 'IS4261']"
IS3106,"['IS2103', 'IS4103', 'IS4151', 'IS4242']"
IS3150,"['IS2101', 'IS5005']"
IS3240,['BSE4711']
IS3251,['IS1103']
IS4010,['CS2107']
IS4100,"['IS2102', 'IS2103', 'IS4301']"
IS4103,"['IS2101', 'IS2102', 'IS2103', 'IS3106']"
IS4151,"['IS2103', 'IS3106', 'IS5451', 'SG5233']"
IS4152,"['IS4242', 'IS4303', 'CS3244', 'BT4240']"
IS4204,"['IS3103', 'IS5007']"
IS4228,['IS3103']
IS4231,['CS2107']
IS4233,['IS3103']
IS4242,"['MA1521', 'MA1505', 'ST2131', 'IS5006', 'IS4152']"
IS4243,['IS3103']
IS4250,['IS1103']
IS4261,['IS3103']
IS4301,['IS4100']
IS4303,"['IS2102', 'IS4152']"
IS5002,['IS2102']
IS5004,['IS2102']
IS5005,['IS3150']
IS5006,"['IS4242', 'BT4014']"
IS5007,['IS4204']
IS5009,['BT4013']
IS5111,"['IS3103', 'IS4204']"
IS5116,"['IS3103', 'IS3251']"
IS5126,['BT5126']
IS5128,"['IS2102', 'IS3103']"
IS5151,"['CS2107', 'IS4231']"
IS5152,"['ST2334', 'ST1131']"
IS5451,"['IS4151', 'SG5233']"
ISC3550,"['SC1101E', 'SC2101']"
ISY5001,['ISY5007']
ISY5002,['ISY5007']
IT2002,"['CS2102', 'CS3223', 'CS4225']"
IT3010,"['DAO2702', 'BT2102', 'CS2102', 'IS4241', 'BT4211', 'BT4221', 'BT4222']"
IT3011,"['MA1508E', 'MA1505', 'MA1507', 'MA2216', 'ST2131', 'BT4240', 'CS3244']"
IT5001,['IT5006']
IT5002,['IT5001']
IT5003,['IT5001']
IT5004,"['IS2102', 'IT5001']"
IT5006,"['IT5001', 'BT5126', 'IS5126']"
JS1101E,['JS2101']
JS2101,"['JS1101E', 'JS3101']"
JS3101,"['JS2101', 'LAJ2202']"
JS3208,['LAJ2202']
JS3229,['LAJ2202']
JS4207,['LAJ3201']
JS4209,['LAJ2202']
JS4213,['HY4218']
JS4401,['JS4660']
JS4660,['JS4401']
KE5107,['KE5108']
KE5108,['KE5107']
LAB1201,['LAM1201']
LAB2201,['LAB1201']
LAB3201,['LAB2201']
LAB3202,['LAB3201']
LAB4201,['LAB3201']
LAB4202,['LAB4201']
LAC2201,['LAC1201']
LAC3201,['LAC2201']
LAC3202,['LAC3201']
LAC4201,['LAC3202']
LAC4202,['LAC4201']
LAD1001,['LAD1002']
LAD1002,['LAD1001']
LAD1003,['LAD1004']
LAD1004,"['LAD1003', 'LA4203']"
LAD2001,"['LAD1001', 'LAD1002']"
LAD2002,"['LAD1001', 'LAD1002', 'LAD2001']"
LAF2201,['LAF1201']
LAF3202,['LAF3201']
LAF4201,['LAF3202']
LAF4202,"['LAF4201', 'LAF4204']"
LAF4203,['LAF4202']
LAF4204,['LAF4202']
LAG2201,['LAG1201']
LAG3201,['LAG2201']
LAG3202,['LAG3201']
LAG4201,['LAG3202']
LAG4202,['LAG4201']
LAH2201,['LAH1201']
LAH3201,['LAH2201']
LAH3202,['LAH3201']
LAJ2201,['LAJ1201']
LAJ2202,"['LAJ2201', 'JS3208', 'JS3101', 'JS3229']"
LAJ2203,['LAJ2202']
LAJ3201,['LAJ2203']
LAJ3202,['LAJ3201']
LAJ3204,['LAJ3201']
LAJ4203,"['LAJ3202', 'LAJ3204']"
LAJ4205,"['LAJ3202', 'LAJ3204']"
LAK2201,['LAK1201']
LAK3201,['LAK2201']
LAK3202,['LAK3201']
LAK4201,['LAK3202']
LAK4202,['LAK4201']
LAK4203,['LAK4202']
LAL1201,['LAL2201']
LAL2201,['LAL1201']
LAM1201,['LAB1201']
LAM2201,['LAM1201']
LAM3201,['LAM2201']
LAM3202,['LAM3201']
LAM4201,['LAM3202']
LAM4202,['LAM4201']
LAR2201,['LAR1201']
LAR3201,['LAR2201']
LAR3202,['LAR3201']
LAR4201,['LAR3202']
LAR4202,['LAR4201']
LAS1201,['YLS1201']
LAS2201,"['LAS1201', 'YLS1201', 'YLS1202']"
LAS3201,"['LAS2201', 'YLS1202', 'YLS2201']"
LAS3202,"['LAS3201', 'YLS2201']"
LAS4201,"['LAS3202', 'YLS2202', 'YLS3201']"
LAS4202,"['LAS4201', 'YLS3201']"
LAT2201,['LAT1201']
LAT3201,['LAT2201']
LAT3202,['LAT3201']
LAT4201,['LAT3202']
LAT4202,['LAT4201']
LAV2201,['LAV1201']
LAV3201,['LAV2201']
LAV3202,['LAV3201']
LAV4201,['LAV3202']
LAV4202,['LAV4201']
LC1004,"['LL6393V', 'LL5393V', 'LL4393V']"
LC2012,['LC2013']
LC2013,['LC2012']
LC3001A,"['LL5440', 'LL6440', 'LL4440']"
LC5230,['LL5294S']
LC5265,['LC5089']
LL4076V,"['LL5283V', 'LL6283V', 'LL4283V']"
LL4317V,['LL6285V']
LL4382V,"['LL5432V', 'LL6432V', 'LL4432V']"
LL4393V,['LC1004']
LL4440,['LC3001A']
LL5076V,"['LL5283V', 'LL6283V', 'LL4283V']"
LL5294S,['LC5230']
LL5317V,['LL6285V']
LL5382V,"['LL5432V', 'LL6432V', 'LL4432V']"
LL5393V,['LC1004']
LL5440,['LC3001A']
LL6076V,"['LL5283V', 'LL6283V', 'LL4283V']"
LL6317V,['LL6285V']
LL6382V,"['LL5432V', 'LL6432V', 'LL4432V']"
LL6393V,['LC1004']
LL6440,['LC3001A']
LSM1102,"['LSM1301', 'YSC2233', 'LSM3222', 'LSM3246', 'LSM3247', 'LSM3242', 'LSM2291', 'LSM3245', 'LSM2288', 'LSM2289', 'LSM2241', 'LSM2191', 'LSM2232', 'LSM2254', 'LSM3227', 'LSM4259']"
LSM1105,"['LSM1301', 'YSC2216', 'LSM2288', 'LSM2289', 'LSM3252', 'LSM2241', 'LSM3256', 'LSM4259']"
LSM1106,"['LSM1301', 'LSM3222', 'LSM3231', 'LSM3246', 'LSM2211', 'LSM2233', 'LSM3247', 'LSM3242', 'LSM2291', 'LSM3245', 'LSM3215', 'LSM2288', 'LSM2289', 'LSM3243', 'LSM2241', 'LSM2191', 'LSM2232', 'LSM2254', 'LSM3227', 'LSM4218', 'FST2106', 'FST2201', 'FST2108']"
LSM1306,"['SP4261', 'SP4262', 'SP4263', 'SP4266']"
LSM1401,"['CM1417', 'BN3301', 'BN4501', 'CN2108', 'CM4227']"
LSM2191,"['LSM1102', 'LSM1106', 'LSM3227', 'CM3242']"
LSM2211,"['LSM1106', 'LSM3224', 'LSM4216', 'LSM3225', 'LSM3232', 'LSM3211', 'LSM3212', 'LSM3214', 'LSM4210', 'FST4202']"
LSM2212,"['LSM1301', 'YSC2234']"
LSM2231,"['LSM1301', 'LSM3262', 'LSM3256', 'LSM3258']"
LSM2232,"['LSM1102', 'LSM1106', 'LSM4225', 'LSM3225', 'LSM3232', 'LSM3216', 'LSM3235', 'LSM4242', 'LSM3241', 'LSM4234', 'LSM4227', 'LSM4210']"
LSM2233,"['LSM1106', 'LSM3224', 'LSM3226', 'LSM3223', 'LSM3225', 'LSM3232', 'LSM3211', 'LSM4232', 'LSM4243', 'LSM3216', 'LSM3233', 'LSM3244', 'LSM4234', 'LSM4227', 'LSM4210', 'LSM4228', 'LSM3234']"
LSM2234,['LSM1301']
LSM2241,"['LSM1102', 'LSM1105', 'LSM1106', 'CS4220', 'LSM3241', 'MA3259']"
LSM2251,"['LSM1301', 'YSC3251', 'LSM3267', 'LSM4262', 'LSM4263', 'LSM4265', 'LSM3254', 'LSM3255', 'LSM3265', 'SP3203', 'LSM3273']"
LSM2252,"['LSM1301', 'LSM3226', 'LSM3272', 'LSM4263', 'LSM3256', 'LSM4266', 'LSM3266', 'LSM3258', 'LSM3259', 'LSM4257']"
LSM2253,"['ST1232', 'MA1301', 'MA1301X', 'LSM3241', 'ZB4171', 'LSM4255', 'LSM4260']"
LSM2254,"['LSM1102', 'LSM1106', 'LSM4251', 'LSM3256', 'LSM3258']"
LSM2288,"['LSM1102', 'LSM1105']"
LSM2289,"['LSM1102', 'LSM1105']"
LSM2291,"['LSM1102', 'LSM1106', 'LSM3226']"
LSM3201,"['LSM2288', 'LSM3288', 'LSM4199']"
LSM3211,"['LSM2211', 'LSM2233', 'LSM4211', 'LSM4221', 'LSM4214', 'LSM3219', 'LSM4229']"
LSM3212,"['LSM2211', 'YSC2234', 'LSM3214', 'LSM4215']"
LSM3214,"['LSM2211', 'LSM3212', 'LSM4215']"
LSM3215,"['LSM1106', 'YSC2231', 'LSM4213']"
LSM3216,"['LSM2232', 'LSM2233', 'LSM4213']"
LSM3219,['LSM3211']
LSM3222,"['LSM1102', 'LSM1106']"
LSM3223,"['LSM2233', 'PR2122', 'LSM4222', 'LSM4226']"
LSM3224,"['LSM2211', 'LSM2233', 'PR2122', 'LSM4217']"
LSM3225,"['LSM2211', 'LSM2232', 'LSM2233', 'LSM4223', 'LSM4226']"
LSM3226,"['LSM2233', 'LSM2252', 'LSM2291']"
LSM3227,"['LSM1102', 'LSM1106', 'LSM2191']"
LSM3231,"['LSM1106', 'PHS1111', 'LSM4241', 'LSM4242', 'LSM4229']"
LSM3232,"['LSM2211', 'LSM2232', 'LSM2233', 'LSM4223', 'LSM4226', 'FST5202', 'FST5203', 'FST5203A']"
LSM3233,"['LSM2233', 'LSM4251', 'LSM4252']"
LSM3234,['LSM2233']
LSM3235,['LSM2232']
LSM3241,"['CS1010S', 'LSM2253', 'LSM2241', 'CS2220', 'LSM4241', 'LSM4254', 'ZB4171']"
LSM3242,"['LSM1102', 'LSM1106']"
LSM3243,['LSM1106']
LSM3244,['LSM2233']
LSM3245,"['LSM1102', 'LSM1106']"
LSM3246,"['LSM1102', 'LSM1106']"
LSM3247,"['LSM1102', 'LSM1106']"
LSM3252,"['LSM1105', 'LSM4254']"
LSM3254,"['LSM2251', 'LSM4261', 'LSM4264', 'LSM4260']"
LSM3255,"['LSM2251', 'LSM4265']"
LSM3256,"['LSM1105', 'LSM2231', 'LSM2252', 'LSM2254']"
LSM3258,"['LSM2231', 'LSM2252', 'LSM2254', 'LSM4251']"
LSM3259,['LSM2252']
LSM3262,['LSM2231']
LSM3265,['LSM2251']
LSM3266,['LSM2252']
LSM3267,"['LSM2251', 'LSM4267', 'LSM4268']"
LSM3272,"['LSM2252', 'ENV2101', 'LSM4262', 'LSM4268']"
LSM3273,['LSM2251']
LSM3313,['LSM3312']
LSM4199,['LSM4299']
LSM4210,"['LSM2211', 'LSM2232', 'LSM2233', 'LSM4199']"
LSM4211,['LSM3211']
LSM4213,"['LSM3215', 'LSM3216']"
LSM4214,['LSM3211']
LSM4215,"['LSM3212', 'LSM3214']"
LSM4216,['LSM2211']
LSM4217,['YSC3255']
LSM4218,['LSM1106']
LSM4221,['LSM3211']
LSM4222,['LSM3223']
LSM4223,"['LSM3225', 'LSM3232']"
LSM4225,['LSM2232']
LSM4226,"['LSM3223', 'LSM3225', 'LSM3232']"
LSM4227,"['LSM2232', 'LSM2233']"
LSM4228,['LSM2233']
LSM4229,"['LSM3211', 'LSM3231']"
LSM4231,"['LSM1106', 'MA1301', 'MA1301X']"
LSM4232,['LSM2233']
LSM4234,"['LSM2232', 'LSM2233']"
LSM4241,"['LSM3231', 'LSM3241']"
LSM4242,"['LSM2232', 'LSM3231']"
LSM4243,['LSM2233']
LSM4251,"['LSM2254', 'LSM3233', 'LSM3258']"
LSM4252,['LSM3233']
LSM4254,"['LSM3241', 'LSM3252']"
LSM4255,['LSM2253']
LSM4257,['LSM2252']
LSM4259,"['LSM1102', 'LSM1105']"
LSM4260,"['LSM2253', 'LSM3254']"
LSM4261,['LSM3254']
LSM4262,"['LSM2251', 'LSM3272', 'ENV2101', 'YSC3251']"
LSM4263,"['LSM2251', 'LSM2252']"
LSM4264,['LSM3254']
LSM4265,"['LSM2251', 'LSM3255']"
LSM4266,['LSM2252']
LSM4267,['LSM3267']
LSM4268,"['LSM3267', 'LSM3272']"
MA1100,"['MA1301', 'MA1301X', 'CS1231', 'CS1231S', 'YSC2209', 'CS2102', 'CS3230', 'CS3234', 'CS3243', 'CS4236', 'CS5232', 'CS2040S', 'MA2202', 'MA2202S', 'MA2214', 'MA2219', 'MA3205']"
MA1101R,"['MA1301', 'MA1301X', 'YSC2232', 'EC3314', 'DSC3214', 'CS3244', 'CS4243', 'CS5240', 'CS6244', 'CS3242', 'CS4347', 'CS4234', 'CS5332', 'CS4268', 'IT3011', 'CS5477', 'CS4277', 'CS4278', 'CS5478', 'BT4240', 'MA2101', 'MA2101S', 'MA2213', 'MA2214', 'MA2219', 'MA2288', 'MA3220', 'MA3252', 'MA3238', 'MA2289', 'MA3266', 'DSA2102', 'DSA3102', 'PC2130', 'PC2131', 'PC2132', 'PC2134', 'ST3236', 'DSA2101', 'DSA4212']"
MA1102R,"['MA1301', 'MA1301X', 'MA1312', 'MA1505', 'MA1507', 'MA1521', 'YSC1216', 'EC3314', 'DSC3214', 'CS3244', 'CS4243', 'CS5240', 'CS3242', 'CS4347', 'CS5332', 'IT3011', 'CS4278', 'CS5478', 'BT2101', 'BT4240', 'MA2108', 'MA2108S', 'MA2213', 'MA2219', 'MA2311', 'MA2216', 'DSA2102', 'MA2104', 'PC2130', 'PC2131', 'PC2132', 'PC2134', 'PC2230', 'ST2334', 'ST2131']"
MA1301,"['MA1101R', 'MA1102R', 'MA1301X', 'MA1505', 'MA1507', 'MA1521', 'MA1312', 'MA1421']"
MA1312,"['MA1301', 'MA1301X', 'MA1102R', 'MA1505', 'MA1521', 'MA1511', 'IS4242', 'MA2213', 'MA2311', 'MA2216', 'ST2334', 'ST2131']"
MA1421,"['MA1102R', 'MA1312', 'MA1505', 'MA1507', 'MA1521', 'MA2311']"
MA1505,"['MA1301', 'MA1301X', 'MA1102R', 'MA1312', 'MA1507', 'MA1511', 'MA1521', 'MA2311', 'YSC1216', 'EC3314', 'CS3244', 'CS4243', 'CS5240', 'CS3242', 'CS4347', 'CS5332', 'IT3011', 'CS4278', 'CS5478', 'IS4242', 'BN4501', 'CN2122', 'CN3121', 'CN3421', 'EE2012', 'EE2012A', 'ME3291', 'ME4291', 'CE2407', 'MA2108', 'MA2108S', 'MA2213', 'MA2219', 'MA3220', 'MA3227', 'MA3236', 'MA3264', 'QF3101', 'MA2216', 'MA4271', 'MA2104', 'PC2130', 'PC2131', 'PC2132', 'ST2334', 'ST2131']"
MA1507,"['MA1102R', 'MA1505', 'MA1511', 'MA1512', 'MA1521', 'MA2104', 'MA2311', 'YSC2252', 'EC3314', 'CS3244', 'CS4243', 'CS5240', 'CS3242', 'CS4347', 'CS5332', 'IT3011', 'ESP2107', 'MA2108', 'MA2108S', 'MA2213', 'MA2219', 'MA3111', 'MA3111S', 'MA3209', 'MA3220', 'MA3227', 'MA3236', 'QF3101', 'MA2216', 'MA4269', 'MA4271', 'MA4269A', 'ST2334', 'ST2131']"
MA1508E,"['MA1101R', 'MA1513', 'YSC2232', 'CS3244', 'CS4243', 'CS5240', 'CS6244', 'CS3242', 'CS4347', 'CS4234', 'CS5332', 'CS4268', 'IT3011', 'CS5477', 'CS4277', 'CS4278', 'CS5478', 'ESP2107', 'MA2101', 'MA2101S', 'MA2213', 'MA2214', 'MA2219', 'MA3220', 'MA3252', 'MA3266', 'PC2130', 'PC2131', 'PC2132']"
