module,related_mods
CN4246R,[]
CN4247R,[]
CN4248,[]
CN4250,[]
CN4251,[]
CN5010,[]
CN5020,['CN6163']
CN5030,['CN6163']
CN5040,[]
CN5050,[]
CN5111,[]
CN5161,[]
CN5162,[]
CN5172,[]
CN5173,['CN3132']
CN5191,[]
CN5192,[]
CN5193,[]
CN5215,[]
CN5251,[]
CN5252,[]
CN5555,[]
CN5666,[]
CN5999,[]
CN6020,[]
CN6162,['CN5162']
CN6163,"['CN5020', 'CN5030']"
CN6251,['CN5251']
CN6999,[]
COS2000,[]
CP2106,"['CS1010', 'CS2103']"
CP2201,[]
CP3106,"['CS2105', 'CS3281']"
CP3107,[]
CP3108A,[]
CP3108B,[]
CP3201,[]
CP3208,[]
CP3209,[]
CP3880,"['CS2101', 'IS2103', 'BT2101', 'IFS4201']"
CP4101,[]
CP4106,"['CG4001', 'BT4101', 'CP4101']"
CP5010,[]
CP5101,"['CP5102', 'CP5103', 'CP5104']"
CP5102,[]
CP5103,"['CP5101', 'CP5102']"
CP5104,['CP5101']
CP6010,[]
CS1010,"['CS1010E', 'CS1010J', 'CS1010S', 'CS1010X', 'CS1101S', 'FIN4124', 'FIN4719', 'CP2106', 'CS2100', 'IT2002', 'CS2107', 'CS2040C', 'CS2040', 'CS2030', 'CS3237', 'IT3011', 'CS2040S', 'CS2030S', 'IS4241', 'BT2101', 'BT4212', 'BT4221', 'BT4222', 'BT2102', 'EE6934', 'EE3801', 'EE4802', 'MA3269', 'DSA3102', 'ST3247', 'CG1112', 'CG2028']"
CS1010E,"['CS1010', 'CS1010J', 'CS1010S', 'CS1010X', 'CS1101S', 'FIN4124', 'FIN4719', 'EE3801', 'EE4802', 'ESP3201', 'MA3269', 'DSA3102', 'ST3247']"
CS1010J,['CS1010']
CS1010R,"['CS1010', 'CS1010E']"
CS1010S,"['CS1010', 'CS1010E', 'CS1010J', 'CS1010X', 'CS1101S', 'FIN4124', 'FIN4719', 'IT3010', 'LSM3241', 'ZB4171', 'MA3269', 'DSA3102', 'ST3247']"
CS1010X,"['CS1010', 'FIN4124', 'FIN4719', 'DSA3102']"
CS1101S,"['CS1010', 'FIN4124', 'FIN4719', 'EE5907', 'MA3269']"
CS1231,"['MA1301', 'MA1301X', 'MA1100', 'CS1231S', 'CS2102', 'CS3230', 'CS4232', 'CS3234', 'CS3243', 'CS4236', 'CS5232', 'CS2040S', 'MA2202', 'MA2202S', 'MA2214', 'MA2219', 'MA3205']"
CS1231S,"['MA1301', 'MA1301X', 'MA1100', 'CS1231', 'CS4232', 'MA2202', 'MA2202S', 'MA2214', 'MA2219', 'MA3205']"
CS2030,"['CS1010', 'CS2030S', 'CS2102', 'CS2103', 'CS2104', 'CS2309', 'CS3240', 'CS3241', 'CS4243', 'CS5239', 'CS4215', 'CS2103T', 'CS2113', 'CS2113T', 'CP3107', 'IS2103', 'IS2102', 'BT3102', 'IS4302']"
CS2030S,"['CS1010', 'CS2030']"
CS2040,"['CS1010', 'CS2040C', 'CS2040S', 'CS2102', 'CS2103', 'CS2105', 'CS2220', 'CS2309', 'CS3223', 'CS3230', 'CS3241', 'CS3243', 'CS3244', 'CS4236', 'CS4243', 'CS5240', 'CS3245', 'CS4215', 'CS2103T', 'CS2108', 'CS2113', 'CS2113T', 'CS5332', 'CS5346', 'CP3107', 'CS5477', 'CS4277', 'BT4015', 'CG2271']"
CS2040C,"['CS1010', 'CS2040', 'CS2040S', 'CS2113', 'CS2113T', 'CP3107']"
CS2040S,"['CS2040', 'CS2040C', 'CS2113', 'CS2113T']"
CS2100,"['CS1010', 'CS2106', 'CS6280', 'CS3210', 'CS3237', 'EE5902']"
CS2101,"['ES1000', 'ES1103', 'CS2103', 'IS2101', 'ES2002', 'ES2007D', 'ES1601', 'CS2103T', 'CP3880', 'IS4010', 'IS3103']"
CS2102,"['IT2002', 'CP3106', 'CS3223', 'CS5228', 'CS4225', 'CS5346', 'CS5425', 'IS4302']"
CS2103,"['CS2103T', 'CS2113', 'CS2113T', 'CP3880', 'CS3216', 'CS4211', 'CS5232', 'CS3249', 'CS3281', 'CS3217', 'CS4239', 'CS3219', 'CS3203', 'CS5439', 'IS4234', 'BT3102', 'IS4302']"
CS2103T,"['CS2103', 'CS2113', 'CS2113T', 'IS2101', 'CS2101', 'CP3880', 'CS3203', 'IS4234', 'BT3102', 'IS4302']"
CS2104,['CS4212']
CS2105,"['CP3106', 'CS3103', 'CS3235', 'CS4222', 'CS6211', 'CS4226', 'CS5422', 'CS6219']"
CS2106,"['CS2100', 'EE2028', 'CG2271', 'CS3211', 'CS3235', 'CS4223', 'CS6211', 'CS6280', 'CS5250', 'CS6219', 'EE5903']"
CS2107,"['CS1010', 'CS3235', 'CS4236', 'IS4231', 'IS5151', 'IS4010', 'IFS4101']"
CS2108,"['CS4242', 'CS4347']"
CS2113,"['CS2040C', 'CS2103', 'CS2103T', 'CS2101', 'CS2113T', 'CS2101', 'CS2113', 'CS2101', 'CS2113', 'CS2113T', 'CS2104', 'CS2309', 'CS3240', 'CS3241', 'CS4243', 'CS5239', 'CS4215', 'CP3107', 'CS3203', 'IS4234', 'BT3102', 'IS4302', 'CG4002']"
CS2113T,"['CS2040C', 'CS2103', 'CS2103T', 'CS2101', 'CS2113T', 'CS2101', 'CS2113', 'CS2101', 'CS2113', 'CS2113T', 'CS2104', 'CS2309', 'CS3240', 'CS3241', 'CS4243', 'CS5239', 'CS4215', 'CP3107', 'CS3203', 'IS4234', 'BT3102', 'IS4302', 'CG4002']"
CS2220,"['CS4220', 'LSM3241', 'ZB4171']"
CS2309,[]
CS3103,"['CS2105', 'EE4204']"
CS3203,[]
CS3210,"['CS2100', 'CG2028', 'EE2028', 'CS4231', 'CS4223', 'CS6285']"
CS3211,"['CS2106', 'CG2271', 'CS5223', 'CS6213']"
CS3216,['CS2103']
CS3217,['CS2103']
CS3219,"['CS2103', 'CS4218']"
CS3223,"['CS4221', 'CS5322', 'CS6203', 'CS4224', 'CS5421', 'CS5424']"
CS3230,"['CS4231', 'CS5234', 'CS6244', 'CS6210', 'CS5330', 'CS4234', 'CS6215', 'CS4268', 'CS6235']"
CS3230R,[]
CS3233,['CS2030']
CS3234,['MA1100']
CS3235,"['CS2107', 'CS5231', 'CS5321', 'CS4238', 'CS5331', 'CS6231', 'CS4239', 'IFS4102', 'IFS4205', 'CS5439', 'IFS4103']"
CS3236R,[]
CS3237,"['CS2100', 'CS5476', 'CS4276']"
CS3240,"['CS4249', 'CS5346']"
CS3241,"['CS3247', 'CS4247', 'CS3242']"
CS3241R,[]
CS3242,"['CS3241', 'MA1508E', 'MA1505', 'MA1507']"
CS3243,"['CS4244', 'CS4248', 'CS5228', 'CS5340', 'CS6208', 'CS4246', 'CS5446', 'CS4278', 'CS5478']"
CS3244,"['CS2040', 'MA1508E', 'MA1505', 'MA1507', 'MA2216', 'ST2131', 'BT4240', 'IT3011', 'CS5242', 'CS6283', 'CS5339', 'CS6216', 'IS4152', 'DSA4263', 'DSA4264']"
CS3245,"['CS4248', 'CS4242']"
CS3245R,[]
CS3247,"['CS3241', 'CS4350']"
CS3249,['CS2103']
CS3281,"['CP3106', 'CS3282']"
CS3282,['CS3281']
CS4211,['CS2103']
CS4212,"['CS2104', 'CS5218', 'CS6215']"
CS4215,['CS5218']
CS4218,['CS3219']
CS4220,"['CS2220', 'LSM2241']"
CS4221,"['CS3223', 'CS5421']"
CS4222,"['MA2216', 'ST2131', 'CS5422', 'EE5132']"
CS4223,"['CG2271', 'CG3207', 'CS5222']"
CS4224,"['CS3223', 'CS5424', 'CS6282']"
CS4225,"['CS2102', 'IT2002', 'BT4221', 'CS5425', 'CS6282']"
CS4226,"['MA2216', 'ST2131', 'CS5229']"
CS4231,"['CS3230', 'CS3210', 'CS5233', 'CS6213']"
CS4232,"['CS1231', 'CS1231S', 'CS5236']"
CS4234,"['CS3230', 'MA1508E']"
CS4236,"['CS2107', 'CS6231']"
CS4238,['CS3235']
CS4239,"['CS3235', 'CS5439']"
CS4240,['CS3240']
CS4242,"['CS2108', 'CS3245']"
CS4243,"['MA1508E', 'MA1505', 'MA1507', 'MA2216', 'ST1232', 'ST2131', 'EE4212', 'EE4704', 'CS6240']"
CS4244,['CS3243']
CS4246,"['CS3243', 'ST2132', 'ST2334', 'ST1232', 'CS5446']"
CS4247,['CS3241']
CS4248,"['MA2216', 'ST2131', 'CS6207']"
CS4249,"['CS3240', 'NM2213']"
CS4268,"['CS3230', 'MA1508E', 'MA2216', 'ST2131']"
CS4276,"['CG4002', 'CS3237', 'CS5476']"
CS4277,['CS5477']
CS4278,"['CS3243', 'MA1505', 'ST2131', 'CS5478']"
CS4347,"['CS2108', 'MA1508E', 'MA1505', 'MA1507']"
CS4350,"['CS3247', 'NM3216']"
CS5218,"['CS4212', 'CS4215']"
CS5222,['CS4223']
CS5223,['CS3211']
CS5224,[]
CS5228,"['CS2102', 'CS3243', 'ST2132', 'ST2334', 'ST1232', 'CS6220']"
CS5229,"['CS4226', 'EE4210']"
CS5231,"['CS3235', 'CS6231']"
CS5232,['CS2103']
CS5233,"['CS4231', 'ST2132', 'ST2334', 'ST1232']"
CS5234,"['CS3230', 'CS6234']"
CS5236,['CS4232']
CS5239,"['ST2132', 'ST2334', 'ST1232']"
CS5240,"['MA1508E', 'MA1505', 'MA1507', 'MA2216', 'ST1232', 'ST2131', 'CS6240']"
CS5242,"['CS3244', 'CS6285', 'CS5260']"
CS5250,"['CS2106', 'CG2271']"
CS5260,['CS5242']
CS5321,['CS3235']
CS5322,['CS3223']
CS5330,['CS3230']
CS5331,['CS3235']
CS5332,"['MA1508E', 'MA1505', 'MA1507', 'ST2132', 'ST2334', 'ST1232']"
CS5339,"['CS3244', 'MA4270']"
CS5340,"['CS3243', 'ST2132', 'ST2334', 'ST1232']"
CS5344,['BT5110']
CS5346,"['CS2102', 'CS3240', 'ST1232', 'DSC2008', 'ST2132']"
CS5421,"['CS3223', 'CS4221']"
CS5422,"['MA2216', 'ST2131', 'CS4222', 'EE5132']"
CS5424,"['CS3223', 'CS4224']"
CS5425,"['CS2102', 'BT4221', 'CS4225']"
CS5439,"['CS3235', 'CS4239']"
CS5446,"['CS3243', 'ST2132', 'ST2334', 'ST1232', 'CS4246']"
CS5476,"['CG4002', 'CS3237', 'CS4276']"
CS5477,['CS4277']
CS5478,"['CS3243', 'MA1505', 'ST2131', 'CS4278']"
CS6101,[]
CS6203,['CS3223']
CS6207,['CS4248']
CS6208,['CS3243']
CS6210,['CS3230']
CS6211,"['CS2105', 'CS2106']"
CS6213,"['CS3211', 'CS4231']"
CS6215,"['CS3230', 'CS4212']"
CS6216,['CS3244']
CS6219,"['CS2105', 'CS2106']"
CS6220,['CS5228']
CS6231,"['CS4236', 'CS3235', 'CS5231']"
CS6234,['CS5234']
CS6235,['CS3230']
CS6240,"['CS4243', 'CS5240']"
CS6244,['CS3230']
CS6280,"['CS2100', 'CS2106']"
CS6282,"['CS4224', 'CS4225']"
CS6283,['CS3244']
CS6285,"['CS5242', 'CS3210']"
CSA6102,[]
CSA6770,[]
CSA6880,[]
DAO1704,"['DSC1007X', 'DAO2702', 'DBA3702', 'DOS4712']"
DAO1704X,"['DSC1007X', 'DAO2702', 'DOS4712']"
DAO2702,"['DSC1007', 'BSN4811', 'DBA4761', 'DBA3701', 'DBA3711', 'DBA3712', 'DBA3803', 'DBA4711', 'DBA4811', 'FIN4124', 'FIN4719', 'IS4241', 'BT4212', 'BT4221', 'BT4222', 'IT3010', 'SPH3101', 'MKT3761E']"
DAO2703,"['DOS3701', 'DOS3702', 'DOS3703', 'DOS3714', 'DOS3751', 'DOS3752', 'DOS4751', 'DOS4752', 'DOS4811', 'DOS4712', 'DOS4714', 'DOS3704']"
DBA3701,"['DAO2702', 'IE2110']"
DBA3702,"['DAO1704', 'DSC1007', 'DBA4761', 'DBA4711']"
DBA3711,"['DAO2702', 'DSC3215']"
DBA3712,"['DAO2702', 'DSC3224']"
DBA3803,"['DAO2702', 'DSC3216', 'DBA4761', 'DBA4711', 'BT4211', 'BT4212', 'BT4221', 'BT4222']"
DBA4711,"['DAO2702', 'DBA3702', 'DBA3803', 'DSC4217']"
DBA4761,"['DAO2702', 'DBA3702', 'DBA3803']"
DBA4811,"['DAO2702', 'DSC4213']"
DBA5101,[]
DBA5102,[]
DBA5103,[]
DBA5105,[]
DBA5106,"['BT4222', 'ST5202']"
DBA5107,[]
DBA5109,[]
DBA5110,[]
DE4201,[]
DE5106,[]
DE5107,[]
DE5108,[]
DE5109,[]
DE5269,[]
DEP5101,"['DEP5109', 'DEP5110']"
DEP5101A,"['DEP5101', 'DEP5109']"
DEP5102,['DEP5109']
DEP5103,"['UD5622', 'DEP5109', 'DEP5110']"
DEP5103A,"['DEP5103', 'DEP5109']"
DEP5104,['DEP5109']
DEP5105,['DEP5109']
DEP5106,['UD5622']
DEP5107,[]
DEP5108,[]
DEP5109,"['DEP5101', 'DEP5103', 'UD5601', 'DEP5101A', 'DEP5103A', 'DEP5102', 'DEP5104', 'DEP5105', 'UD5521']"
DEP5110,"['DEP5101', 'DEP5103']"
DEP5111,[]
DEP5112,[]
DEP5113,['DEP5103A']
DI5100,[]
DI5200,[]
DL5101,"['DL5201', 'DL5203', 'DL5107']"
DL5102,"['DL5103', 'DL5302', 'DL5107']"
DL5103,"['DL5102', 'DL5107']"
DL5107,"['DL5101', 'DL5102', 'DL5103', 'DL5201', 'DL5202']"
DL5201,"['DL5101', 'DL5202', 'DL5107']"
DL5202,"['DL5201', 'DL5107']"
DL5203,['DL5101']
DL5302,['DL5102']
DMA1401L01,[]
DMA1401LAF,[]
DMA1401PH,[]
DMB1201ACC,[]
DMB1201BSP,[]
DMB1201DAO,[]
DMB1201DO,[]
DMB1201FIN,[]
DMB1201MKT,[]
DMB1201MNO,[]
DMB1202ACC,[]
DMB1202BSP,[]
DMB1202DAO,[]
DMB1202DO,[]
DMB1202FIN,[]
DMB1202MKT,[]
DMB1202MNO,[]
DMB1203ACC,[]
DMB1203BSP,[]
DMB1203DAO,[]
DMB1203DO,[]
DMB1203FIN,[]
DMB1203MKT,[]
DMB1203MNO,[]
DMB1204ACC,[]
DMB1204BSP,[]
DMB1204DAO,[]
DMB1204DO,[]
DMB1204FIN,[]
DMB1204MKT,[]
DMB1204MNO,[]
DMC1401,[]
DMC1401CS,[]
DMC1401IS,[]
DMR1201GEQA,[]
DMS1401SP,[]
DMX1101,[]
DMX1101AI,[]
DMX1101CT,[]
DMX1102,[]
DMX1103,[]
DMX1104,[]
DMX1105,[]
DMX1106,[]
DMX1107,[]
DMX1108,[]
DMX1201,[]
DMX1201AI,[]
DMX1201CT,[]
DMX1202,[]
DMX1203,[]
DMX1204,[]
DMX1301,[]
DMX1301AI,[]
DMX1301CT,[]
DMX1302,[]
DMX1401,[]
DMX1401AI,[]
DMX1401CT,[]
DMX1402,[]
DMX1501,[]
DMX1501AI,[]
DMX1501CT,[]
DMX1601,[]
DMX1701,[]
DMX1801,[]
DMY1201RF,[]
DMY1401ELC,[]
DMY1401FA,[]
DMY1401HL,[]
DMY1401KE,[]
DMY1401PGP,[]
DMY1401PSP,[]
DMY1401RF,[]
DMY1401SOG,[]
DMY1401TH,[]
DMY1401TT,[]
DOS3701,"['DAO2703', 'DSC3201', 'DOS4751', 'DOS4752', 'DOS4712']"
DOS3702,"['DAO2703', 'DSC3202']"
DOS3703,"['DAO2703', 'DSC3203']"
DOS3704,['DAO2703']
DOS3714,"['DAO2703', 'DSC3226']"
DOS3751,['DAO2703']
DOS3752,['DAO2703']
DOS3811,[]
DOS4712,"['DSC2006', 'DAO2703', 'DSC4214']"
DOS4714,"['DAO2703', 'DSC4211G']"
DOS4751,"['DAO2703', 'DOS3701']"
DOS4752,"['DAO2703', 'DOS3701']"
DOS4811,"['DAO2703', 'DSC4215']"
DOS5101,[]
DOS5101A,"['DOS5101', 'DSC5221A']"
DOS5102,[]
DOS5104,[]
DSA1101,"['YSC2239', 'DSA2101']"
DSA2101,"['DSA1101', 'MA1101R', 'DSA3101']"
DSA2102,"['MA1101R', 'MA1102R', 'MA2213', 'MA4230', 'MA4255', 'MA4270']"
DSA3101,"['DSA2101', 'ST2132', 'DSA4263', 'DSA4264']"
DSA3102,"['MA1101R', 'MA2104']"
DSA3310,[]
DSA3311,[]
DSA3312,[]
DSA3313,['DSA3312']
DSA4199,['DSA4299']
DSA4211,['ST3131']
DSA4212,"['MA1101R', 'ST2132']"
DSA4263,"['CS3244', 'DSA3101']"
DSA4264,"['CS3244', 'DSA3101']"
DSA4299,[]
DSA4299C,[]
DSA5101,['DSA5201']
DSA5102,"['CS5339', 'DSA5202']"
DSA5102X,"['DSA5102', 'CS5339']"
DSA5201,['DSA5101']
DSA5202,['DSA5102']
DSA5203,['MA4230']
DSA5204,['CS5242']
DSA5205,[]
DSA5811,['DSA5812']
DSA5812,"['DSA5811', 'DSA5831']"
DSA5821,['DSA5822']
DSA5822,['DSA5821']
DSA5831,"['DSA5812', 'DSA5841', 'DSA5842', 'DSA5843']"
DSA5841,['DSA5831']
DSA5842,['DSA5831']
DSA5843,['DSA5831']
DSC1007,"['DSC1007X', 'EC3303', 'DSC3224', 'DSC4213', 'DSC3214', 'DSC3215', 'DSC4217', 'DBA3702']"
DSC1007X,"['DSC1007', 'EC3303', 'DSC3215']"
DSC2006,"['DSC3201', 'DSC3202', 'DSC3203', 'DSC3226', 'DSC4211G', 'DOS4712']"
DSC2008,"['ST1232', 'ST2334', 'BSS4003A', 'DSC4217', 'FIN4124', 'FIN4719', 'CS5228', 'CS5233', 'CS5239', 'CS5340', 'CS4246', 'CS5332', 'CS5346', 'CS5446', 'MKT3422E']"
DSC3201,"['DSC2006', 'IE4220', 'DSC4214', 'DOS4712']"
DSC3202,['DSC2006']
DSC3203,['DSC2006']
DSC3214,"['DSC1007', 'IE2110', 'DSC3224', 'DSC4213', 'MA4254', 'MA4260', 'MA4264']"
DSC3215,"['ST2131', 'ST2334', 'IE3110R']"
DSC3216,[]
DSC3224,"['DSC1007', 'IE2110', 'DSC3214']"
DSC3226,['DSC2006']
DSC3229,[]
DSC4211G,['DSC2006']
DSC4213,"['DSC1007', 'IE2110', 'DSC3214']"
DSC4214,['DSC3201']
DSC4215,[]
DSC4217,"['DSC1007', 'DSC2008']"
DSC4219,[]
DSC5221A,[]
DTS5701,[]
DTS5702,[]
DTS5703,[]
DTS5711,[]
DTS5712,[]
DTS5731,['DTS5736']
DTS5732,[]
DTS5733,[]
DTS5734,[]
DTS5735,[]
DTS5736,"['DTS5731', 'DTS5701']"
DY5190,[]
DY5310,[]
DY5320,[]
DY5330,[]
DY5340,[]
DY5350,[]
DY5360,[]
EB5001,"['EB5102', 'EB5103', 'EB5104', 'EB5201', 'EB5202', 'EB5203', 'EB5204', 'EB5205', 'EB5206', 'EB5207']"
EB5102,['EB5001']
EB5103,['EB5001']
EB5104,['EB5001']
EB5201,['EB5001']
EB5202,['EB5001']
EB5203,['EB5001']
EB5204,['EB5001']
EB5205,['EB5001']
EB5206,['EB5001']
EB5207,['EB5001']
EB5208,[]
EBA5001,"['EBA5006', 'EBA5003', 'EBA5004', 'EBA5005', 'EBA5007']"
EBA5002,"['EBA5006', 'EBA5003', 'EBA5004', 'EBA5005', 'EBA5007']"
EBA5003,"['EBA5002', 'EBA5001']"
EBA5004,"['EBA5002', 'EBA5001']"
EBA5005,"['EBA5002', 'EBA5001']"
EBA5006,"['EBA5002', 'EBA5001']"
EBA5007,"['EBA5001', 'EBA5002']"
EC1101E,"['EC1301', 'RE1704', 'EC1101E', 'EC1101E', 'EC2101', 'EC2102', 'EC2374', 'EC3303', 'EC2204', 'EC2205', 'EC2383', 'BSP2701', 'BSE3702', 'BSE3703', 'BSE4711', 'BSN4811', 'BSP2011', 'MKT4714']"
EC1301,"['EC1101E', 'RE1704', 'EC1101E', 'EC1101E', 'EC2101', 'EC2102', 'EC2374', 'EC3303', 'EC2204', 'EC2205', 'EC2383', 'BSS4003A', 'BSP2701', 'BSE3702', 'BSE3703', 'BSE3701', 'BSE4711', 'BSN4811', 'BSP2011', 'MKT4714']"
EC2101,"['EC1101E', 'EC1301', 'RE1704', 'EC3375', 'EC3385', 'EC3396', 'EC3314', 'EC3394', 'EC3342', 'EC3343', 'BSE3702']"
EC2102,"['EC1101E', 'EC1301', 'RE1704', 'BSE3701', 'EC3314', 'EC3394', 'EC3342', 'EC3343']"
EC2104,"['MA1312', 'MA1421', 'EC5387', 'EC3314', 'EC5387R']"
EC2204,"['EC1101E', 'EC1301', 'GET1023', 'ACC1002', 'ACC1002X', 'ACC1701', 'ACC1701X', 'ACC2707', 'ACC2709', 'ACC2706', 'ACC3703', 'ACC3706', 'FIN2704', 'FIN3716', 'FIN4713', 'FIN2704X']"
EC2205,"['EC1101E', 'EC1301', 'EC2205']"
EC2303,"['DSC1007', 'DSC1007X', 'MA2216', 'BT1101', 'EC3303', 'EC5387', 'EC5387R', 'EC3305', 'BSS4003A', 'BSN4811', 'SPH3101']"
EC2374,"['EC1101E', 'EC1301', 'RE1704']"
EC2383,"['EC1301', 'EC1101E', 'RE1704']"
EC3101,"['EC2101', 'MA1312', 'EC5387', 'EC5387R']"
EC3102,"['EC2102', 'EC2101', 'MA1312']"
EC3303,"['EC1301', 'DSC1007', 'DSC1007X', 'ST3131', 'EC3394', 'BSN4811A', 'BSS4003B']"
EC3304,['MA1312']
EC3305,['EC2303']
EC3312,"['EC2101', 'MA1312', 'MA4264']"
EC3314,"['MA1101R', 'MA1102R', 'MA1505', 'MA1507']"
EC3322,"['EC2101', 'MA1312', 'IS3240']"
EC3332,"['EC2102', 'MA1312']"
EC3333,"['EC2101', 'MA1312']"
EC3342,"['EC2101', 'EC2102']"
EC3343,"['EC2101', 'EC2102']"
EC3351,"['EC2101', 'MA1312']"
EC3361,"['EC2101', 'MA1312', 'EC3303']"
EC3375,['EC2101']
EC3385,['EC2101']
EC3394,"['EC2101', 'EC2102', 'EC3303']"
EC3396,['EC2101']
EC3551,[]
EC4301,"['EC3101', 'EC3102', 'EC4301', 'EC4302', 'EC3101', 'EC4301', 'EC4302']"
EC4302,"['EC3101', 'EC3102', 'EC4301', 'EC4302', 'EC3101', 'EC4301', 'EC4302']"
EC4303,"['EC3101', 'EC3102', 'EC3304']"
EC4304,"['EC3303', 'EC3304']"
EC4305,['EC3304']
EC4306,"['EC3101', 'EC4301']"
EC4307,['EC3102']
EC4308,['EC3304']
EC4313,"['EC3101', 'EC3102']"
EC4324,"['EC3101', 'EC3102']"
EC4325,['EC3101']
EC4332,"['EC3101', 'EC3102', 'EC3303', 'EC3332']"
EC4333,"['EC3101', 'EC3102', 'EC3333', 'MA4269']"
EC4342,"['EC3101', 'EC3102', 'EC3303', 'EC3342']"
EC4343,"['EC3101', 'EC3102', 'EC3303', 'EC3343']"
EC4351,"['EC3101', 'EC3102', 'EC3303', 'EC3351']"
EC4352,"['EC3101', 'EC3102', 'EC3303']"
EC4354,"['EC3101', 'EC3102', 'EC3303']"
EC4361,"['EC3101', 'EC3102', 'EC3303', 'EC3361']"
EC4362,"['EC3101', 'EC3102', 'EC3303', 'EC3361']"
EC4371,"['EC3101', 'EC3102', 'EC3303']"
EC4372,"['EC3101', 'EC3102', 'EC3303']"
EC4382,"['EC3101', 'EC3304']"
EC4391,"['EC3101', 'EC3303']"
EC4394,['EC3101']
EC4398,"['EC3101', 'EC3102', 'EC3304']"
EC4401,"['EC4660', 'XFA4401', 'XFA4402']"
EC4660,"['EC4401', 'XFA4401', 'XFA4402']"
EC4880,"['EC3101', 'EC3102']"
EC5101,['EC6316']
EC5101R,[]
EC5102,[]
EC5102R,[]
EC5103,['EC6103']
EC5103R,[]
EC5104,['EC6316']
EC5104R,[]
EC5326,[]
EC5326R,[]
EC5342,[]
EC5342R,[]
EC5361,[]
EC5361R,[]
EC5387,"['EC2104', 'EC2303', 'EC3101']"
EC5387R,"['EC2104', 'EC2303', 'EC3101']"
EC6101,[]
EC6102,[]
EC6103,[]
EC6104,[]
EC6316,"['EC5101', 'EC5104']"
EC6770,[]
EC6884,[]
ECA5101,"['ECA5376', 'ECA5884']"
ECA5102,[]
ECA5103,"['EC5103', 'ECA5884', 'EC5103R']"
ECA5304,[]
ECA5305,[]
ECA5313,[]
ECA5315,[]
ECA5325,[]
ECA5333,"['ECA5315', 'ECA5334']"
ECA5334,[]
ECA5335,[]
ECA5337,[]
ECA5342,[]
ECA5343,[]
ECA5351,[]
ECA5371,[]
ECA5372,[]
ECA5373,[]
ECA5375,[]
ECA5376,[]
ECA5381,[]
ECA5396,[]
ECA5881,[]
ECA5884,"['ECA5101', 'ECA5103']"
EE1111A,"['EE1111B', 'EE2026']"
EE1111B,"['EE1111A', 'CG1111']"
EE2011E,"['TE2002', 'TEE2011', 'TE2003', 'EE4101E', 'EE4112E', 'EE3104E', 'TEE2033']"
EE2012,"['ST2334', 'CS3244', 'CS4222', 'CS4243', 'CS4248', 'CS5228', 'CS5233', 'CS5239', 'CS5240', 'CS5340', 'CS4246', 'CS4226', 'CS5332', 'CS5346', 'CS5422', 'CS5446', 'CS4268', 'IT3011', 'CS4278', 'CS5478', 'EE5907', 'EE5137', 'EE5139', 'EE4205', 'IE2100', 'IE3101', 'IE4211']"
EE2012A,"['EE2012', 'ST2334', 'CS3244', 'CS4222', 'CS4243', 'CS4248', 'CS5228', 'CS5233', 'CS5239', 'CS5240', 'CS5340', 'CS4246', 'CS4226', 'CS5332', 'CS5346', 'CS5422', 'CS5446', 'CS4268', 'IT3011', 'CS4278', 'CS5478', 'EE5907', 'EE5137', 'EE5139', 'EE3801', 'EE4205', 'EE4802', 'IE4211']"
EE2023,"['MA1512', 'EE2023E', 'CG2023', 'TEE2023', 'EE4305', 'EE4603', 'EE5103', 'ME5403', 'EE3131C', 'EE3331C', 'EE5801', 'EE2033', 'EE4704', 'EE4205']"
EE2023E,"['TG1401', 'TEE2023', 'EE4305E', 'EE3331E', 'EE3131E', 'TEE2033']"
EE2026,"['EE1111A', 'CG1111', 'CS1010', 'EE5518', 'EE2028', 'CG2028']"
EE2027,"['EE2111A', 'CG2027', 'EE3431C', 'EE2033']"
EE2028,"['EE2026', 'CG2028', 'CS2106', 'CS3210', 'CS3237']"
EE2028A,['CS1010E']
EE2029,"['EE2111A', 'CG1111']"
EE2033,"['EE2023', 'EE2027']"
EE2111A,"['CG1111', 'EE2027', 'EE2029']"
EE2211,"['CS1010E', 'MA1513', 'MA1513']"
EE3031,['TR3001']
EE3031E,['TEE3031']
EE3104C,"['PC2020', 'EE3104E', 'TEE3104', 'EE4104']"
EE3104E,"['EE2011E', 'TEE3104']"
EE3131C,['EE2023']
EE3131E,"['EE2023E', 'TEE3131']"
EE3207E,"['TEE2028', 'TEE3207']"
EE3305,[]
EE3331C,"['EE2023', 'EE4302', 'EE4307', 'EE5101', 'ME5401', 'EE5103', 'ME5403', 'EE5104', 'EE4308', 'EE4303', 'EE5111', 'ME5402']"
EE3331E,"['EE2023E', 'TEE3331', 'ME4245E', 'TME4245', 'EE4303E']"
EE3408C,"['EE3408E', 'TEE3408', 'EE5507']"
EE3408E,"['TEE2027', 'TEE3408']"
EE3431C,"['EE2027', 'CG2027', 'PC3235', 'EE2027', 'CG2027', 'EE5502', 'EE5508', 'EE5517', 'EE5431', 'EE5434', 'PC4259']"
EE3431E,"['TEE3431', 'TEE2027']"
EE3501E,"['TEE2027', 'TEE3501']"
EE3731C,"['EE2023', 'EE2012', 'ST2334', 'EE2023', 'EE5907']"
EE3801,"['ST2334', 'ST1131', 'ST2131', 'CE2407', 'EE3801', 'EE4802', 'CS1010']"
EE4001,['CG4001']
EE4002D,['EG3301R']
EE4002R,"['EE4001', 'EG4301', 'CG4001']"
